                           1                            2                            3                            4                            5 
              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
                       10108      5.0000000000000000E-001      2.0000000000000000E-002      5.0000000000000000E+001      1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                       pp                                      cno                                 tri_alfa                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                                 log_Teff                                    log_L                                    log_R                                    log_g                        v_div_csound_surf                             log_center_T                           log_center_Rho                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                              num_retries                              num_backups                                num_iters 
                                     171                                      469                  1.3194237347763490E+006                  5.0170542935975080E+000                  4.9999549748028305E-001                  3.2997644544039659E+001                 -1.2299822852942452E+001                  4.9999549732878062E-001                  9.9999999963899999E-001                  7.8129407499183401E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999963899999E-001                  7.8129407499183401E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -7.1741744213939249E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -7.1741744213939249E+000                 -7.1741744213939258E+000                 -2.2464046606483326E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5777782867632406E+000                 -3.0116796726976003E-001                  2.1711827929126462E-001                  3.7026188883100706E+000                 -1.4071029013541597E-009                  6.3784155698859477E+000                 -5.8903548359491732E-003                  1.4494587754203931E+001                 -5.8903548359491732E-003                  6.3784155698859477E+000                  6.2051146241389021E-001                  8.4999665454586626E-001                  1.2966454152061815E+000                  6.9999999999870155E-001                  2.7997020236474879E-001                  3.4416106108120098E-003                  9.3393731282184859E-003                  3.4416106108120098E-003                  9.3393731282184859E-003                  3.4999684823554916E-001                  1.3998384061101798E-001                                        0                                        0                                        6 
                                     172                                      469                  1.4402847356774311E+006                  5.0822861865036755E+000                  4.9999544170671401E-001                  3.2997644495594912E+001                 -1.2335857750115748E+001                  4.9999544157856352E-001                  9.9999999963899999E-001                  7.8129416491989900E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999963899999E-001                  7.8129416491989900E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -7.0473750837608948E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -7.0473750837608948E+000                 -7.0473750837608957E+000                 -2.2044285151955503E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5769737849121599E+000                 -3.2776869217148102E-001                  2.0542692054256681E-001                  3.7260015573627205E+000                 -1.2676006247742732E-009                  6.3898143779227867E+000                  2.8428610536583299E-002                  1.4540355447721762E+001                  2.8428610536583299E-002                  6.3898143779227867E+000                  6.2048222971277667E-001                  8.4999665454566065E-001                  1.2966454152068720E+000                  6.9999999999808571E-001                  2.7997020236474879E-001                  3.4416106108120094E-003                  9.3393731282184859E-003                  3.4416106108120098E-003                  9.3393731282184842E-003                  3.4999680919374265E-001                  1.3998382499608061E-001                                        0                                        0                                        6 
                                     173                                      469                  1.5510317380207779E+006                  5.0443319797405941E+000                  4.9999539491357337E-001                  3.2997644454950532E+001                 -1.2374149785321423E+001                  4.9999539480754845E-001                  9.9999999976400000E-001                  7.8129423708439560E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999976400000E-001                  7.8129423708439560E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -6.9401766617338581E+000                 -9.8999999999999986E+001                 -2.2878279670462568E+001                 -6.9401766617338572E+000                 -6.9401766617338581E+000                 -2.1689879700946680E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5763020873913893E+000                 -3.5033540686794418E-001                  1.9548695823587570E-001                  3.7458814413317252E+000                 -1.1360836374551085E-009                  6.3995103699578175E+000                  5.7621678625762979E-002                  1.4579289287516861E+001                  5.7621678625762979E-002                  6.3995103699578175E+000                  6.2046684042611833E-001                  8.4999665454542006E-001                  1.2966454152076812E+000                  6.9999999999736340E-001                  2.7997020236474884E-001                  3.4416106108120102E-003                  9.3393731282184877E-003                  3.4416106108120089E-003                  9.3393731282184825E-003                  3.4999677643818294E-001                  1.3998381189539558E-001                                        0                                        0                                        6 
                                     174                                      469                  1.6839281408327939E+006                  5.1235132257882192E+000                  4.9999534281128427E-001                  3.2997644409694644E+001                 -1.2406656421680198E+001                  4.9999534272210655E-001                  9.9999999976400000E-001                  7.8129432035112245E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999976400000E-001                  7.8129432035112245E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -6.8223773629331310E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -6.8223773629331310E+000                 -6.8223773629331319E+000                 -2.1300934852148536E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5755712348782178E+000                 -3.7522446935792569E-001                  1.8450413201722751E-001                  3.7678470485131288E+000                 -1.0345687689278140E-009                  6.4102281761750906E+000                  8.9893310238676818E-002                  1.4622330270131011E+001                  8.9893310238676818E-002                  6.4102281761750906E+000                  6.2046204944702488E-001                  8.4999665454504103E-001                  1.2966454152089557E+000                  6.9999999999622642E-001                  2.7997020236474884E-001                  3.4416106108120094E-003                  9.3393731282184877E-003                  3.4416106108120089E-003                  9.3393731282184859E-003                  3.4999673996601222E-001                  1.3998379730830729E-001                                        0                                        0                                        6 
                                     175                                      469                  1.8381427512783092E+006                  5.1881255211551389E+000                  4.9999528714435620E-001                  3.2997644361342509E+001                 -1.2442528265132935E+001                  4.9999528707211111E-001                  9.9999999982650001E-001                  7.8129440583829535E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999982650001E-001                  7.8129440583829535E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -6.6979202452552080E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -6.6979202452552080E+000                 -6.6979202452552116E+000                 -2.0890595692471226E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5748078322684784E+000                 -4.0162902753783669E-001                  1.7282865814675147E-001                  3.7911979479019484E+000                 -9.3230069123065217E-010                  6.4216241273106700E+000                  1.2421709378565787E-001                  1.4668103284111297E+001                  1.2421709378565787E-001                  6.4216241273106700E+000                  6.2045946788673334E-001                  8.4999665454445539E-001                  1.2966454152109255E+000                  6.9999999999446916E-001                  2.7997020236474884E-001                  3.4416106108120089E-003                  9.3393731282184877E-003                  3.4416106108120098E-003                  9.3393731282184894E-003                  3.4999670099828389E-001                  1.3998378172322623E-001                                        0                                        0                                        6 
                                     176                                      472                  1.9794811353067346E+006                  5.1502601215651636E+000                  4.9999524040832038E-001                  3.2997644320747717E+001                 -1.2480608248831190E+001                  4.9999524035160969E-001                  9.9999999982650001E-001                  7.8129447800279195E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999982650001E-001                  7.8129447800279195E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -6.5926784050147127E+000                 -9.8999999999999986E+001                 -2.2276219679134606E+001                 -6.5926784050147127E+000                 -6.5926784050147171E+000                 -2.0544081350525996E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5741620472082771E+000                 -4.2407491086232318E-001                  1.6289728660490960E-001                  3.8110606503908429E+000                 -8.3583020476996384E-010                  6.4313193011483643E+000                  1.5342387650468636E-001                  1.4707053578048635E+001                  1.5342387650468636E-001                  6.4313193011483643E+000                  6.2046297228987712E-001                  8.4999665454377138E-001                  1.2966454152132254E+000                  6.9999999999241713E-001                  2.7997020236474884E-001                  3.4416106108120098E-003                  9.3393731282184877E-003                  3.4416106108120102E-003                  9.3393731282184859E-003                  3.4999666828203274E-001                  1.3998376863852879E-001                                        0                                        0                                        6 
                                     177                                      472                  2.1490871961408453E+006                  5.2294413676127878E+000                  4.9999518835410500E-001                  3.2997644275533574E+001                 -1.2512985463102728E+001                  4.9999518830928968E-001                  9.9999999988900001E-001                  7.8129455904907275E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999988900001E-001                  7.8129455904907275E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -6.4770036658852677E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -6.4770036658852677E+000                 -6.4770036658852765E+000                 -2.0163729471821380E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5734652992063927E+000                 -4.4881592752900085E-001                  1.5192027427534116E-001                  3.8330146298358301E+000                 -7.6146435770975149E-010                  6.4420377491791490E+000                  1.8571544588996539E-001                  1.4750122117295929E+001                  1.8571544588996539E-001                  6.4420377491791490E+000                  6.2046815199303651E-001                  8.4999665454269979E-001                  1.2966454152168281E+000                  6.9999999998920304E-001                  2.7997020236474884E-001                  3.4416106108120094E-003                  9.3393731282184877E-003                  3.4416106108120089E-003                  9.3393731282184825E-003                  3.4999663184247498E-001                  1.3998375406489941E-001                                        0                                        0                                        6 
                                     178                                      472                  2.3457353479652880E+006                  5.2936898690970589E+000                  4.9999513276541724E-001                  3.2997644227249381E+001                 -1.2548703446884826E+001                  4.9999513273194085E-001                  9.9999999988900001E-001                  7.8129464564646867E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999988900001E-001                  7.8129464564646867E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -6.3548188550840745E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -6.3548188550840745E+000                 -6.3548188550840914E+000                 -1.9762547486536221E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5727394907955721E+000                 -4.7504815005880247E-001                  1.4025577983208087E-001                  3.8563435704381623E+000                 -6.8647272159481490E-010                  6.4534317490555875E+000                  2.2005205330519903E-001                  1.4795909075900367E+001                  2.2005205330519903E-001                  6.4534317490555875E+000                  6.2044994680505228E-001                  8.4999665454105422E-001                  1.2966454152223621E+000                  6.9999999998426576E-001                  2.7997020236474884E-001                  3.4416106108120089E-003                  9.3393731282184877E-003                  3.4416106108120089E-003                  9.3393731282184842E-003                  3.4999659292792490E-001                  1.3998373850172319E-001                                        0                                        0                                        6 
                                     179                                      472                  2.5260070248109088E+006                  5.2559274984589406E+000                  4.9999508606428800E-001                  3.2997644186684902E+001                 -1.2586600115573701E+001                  4.9999508604127185E-001                  9.9999999993900002E-001                  7.8129471892118829E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999993900002E-001                  7.8129471892118829E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -6.2514181450176318E+000                 -9.8999999999999986E+001                 -2.1975189683470624E+001                 -6.2514181450176318E+000                 -6.2514181450176611E+000                 -1.9423497283705888E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5721292847634976E+000                 -4.9734543150154464E-001                  1.3032755117485836E-001                  3.8761999871881252E+000                 -6.1573648839834513E-010                  6.4631329728390163E+000                  2.4929068720205089E-001                  1.4834898006004579E+001                  2.4929068720205089E-001                  6.4631329728390163E+000                  6.2041924188761244E-001                  8.4999665453913997E-001                  1.2966454152287992E+000                  6.9999999997852291E-001                  2.7997020236474884E-001                  3.4416106108120094E-003                  9.3393731282184877E-003                  3.4416106108120089E-003                  9.3393731282184877E-003                  3.4999656023426334E-001                  1.3998372542679863E-001                                        0                                        0                                        6 
                                     180                                      474                  2.7423330370256538E+006                  5.3351087445065657E+000                  4.9999503403077361E-001                  3.2997644141488720E+001                 -1.2618825585109182E+001                  4.9999503401549100E-001                  9.9999999996400002E-001                  7.8129479996746909E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999996400002E-001                  7.8129479996746909E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -6.1377290477938571E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -6.1377290477938571E+000                 -6.1377290477939104E+000                 -1.9051213905994473E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5714714216610317E+000                 -5.2193173151167260E-001                  1.1935012737472613E-001                  3.8981547895922071E+000                 -5.6111270359362090E-010                  6.4738616195880176E+000                  2.8163003258883729E-001                  1.4878024409122659E+001                  2.8163003258883729E-001                  6.4738616195880176E+000                  6.2038623334093856E-001                  8.4999665453615547E-001                  1.2966454152388345E+000                  6.9999999996956941E-001                  2.7997020236474884E-001                  3.4416106108120094E-003                  9.3393731282184877E-003                  3.4416106108120089E-003                  9.3393731282184877E-003                  3.4999652380632679E-001                  1.3998371085896524E-001                                        0                                        0                                        6 
                                     181                                      476                  2.9927648462309311E+006                  5.3986894910118073E+000                  4.9999497852984781E-001                  3.2997644093280748E+001                 -1.2654389263723258E+001                  4.9999497852196584E-001                  9.9999999997650002E-001                  7.8129488656486501E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999997650002E-001                  7.8129488656486501E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -6.0178075063678476E+000                 -9.8999999999999986E+001                 -2.1373129692142662E+001                 -6.0178075063678467E+000                 -6.0178075063679461E+000                 -1.8659110772412514E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5707649283302541E+000                 -5.4805795621872488E-001                  1.0770000168275497E-001                  3.9214549927681759E+000                 -5.0589100943001160E-010                  6.4852493077462974E+000                  3.1596014235305375E-001                  1.4923809313448977E+001                  3.1596014235305375E-001                  6.4852493077462974E+000                  6.2036932397061983E-001                  8.4999665453160167E-001                  1.2966454152541473E+000                  6.9999999995590789E-001                  2.7997020236474884E-001                  3.4416106108120094E-003                  9.3393731282184877E-003                  3.4416106108120089E-003                  9.3393731282184825E-003                  3.4999648494884766E-001                  1.3998369532035970E-001                                        0                                        0                                        6 
                                     182                                      476                  3.2224066487067477E+006                  5.3610509470190824E+000                  4.9999493187622429E-001                  3.2997644052757515E+001                 -1.2692165565914310E+001                  4.9999493187506117E-001                  9.9999999999650002E-001                  7.8129495539869254E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999999650002E-001                  7.8129495539869254E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.9162697390834262E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -5.9162697390834262E+000                 -5.9162697390835941E+000                 -1.8327593452666278E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5701905273196131E+000                 -5.7020069499374748E-001                  9.7777434316527023E-002                  3.9413000869774004E+000                 -4.5399208006548128E-010                  6.4949488525182444E+000                  3.4520521391449865E-001                  1.4962815465870685E+001                  3.4520521391449865E-001                  6.4949488525182444E+000                  6.2036613884315273E-001                  8.4999665452632611E-001                  1.2966454152718869E+000                  6.9999999994008100E-001                  2.7997020236474884E-001                  3.4416106108120098E-003                  9.3393731282184877E-003                  3.4416106108120098E-003                  9.3393731282184894E-003                  3.4999645228339771E-001                  1.3998368225873525E-001                                        0                                        0                                        6 
                                     183                                      476                  3.4979768116777278E+006                  5.4402321930667075E+000                  4.9999487987646157E-001                  3.2997644007590630E+001                 -1.2724230831532330E+001                  4.9999487987646157E-001                  1.0000000000000000E+000                  7.8129503533475031E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  7.8129503533475031E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.8045926358012574E+000                 -9.8999999999999986E+001                 -2.1674159687806643E+001                 -5.8045926358012565E+000                 -5.8045926358015585E+000                 -1.7963468553417542E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5695672374636036E+000                 -5.9464375550371051E-001                  8.6802483773562839E-002                  3.9632499428964487E+000                 -4.1381916618590126E-010                  6.5056791187524334E+000                  3.7757012034570636E-001                  1.5005975085154844E+001                  3.7757012034570636E-001                  6.5056791187524334E+000                  6.2035593253097332E-001                  8.4999665451813866E-001                  1.2966454152994171E+000                  6.9999999991551931E-001                  2.7997020236474884E-001                  3.4416106108120094E-003                  9.3393731282184877E-003                  3.4416106108120098E-003                  9.3393731282184859E-003                  3.4999641587128294E-001                  1.3998366770035120E-001                                        0                                        0                                        6 
                                     184                                      476                  3.8167494123978484E+006                  5.5034809856618585E+000                  4.9999482443531690E-001                  3.2997643959434569E+001                 -1.2759648797418375E+001                  4.9999482443531690E-001                  1.0000000000000000E+000                  7.8129512415259228E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  7.8129512415259228E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.6867948455506534E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -5.6867948455506534E+000                 -5.6867948455512085E+000                 -1.7579949421649719E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5689209537879236E+000                 -6.2051910961481715E-001                  7.5157374069371008E-002                  3.9865401141487702E+000                 -3.7324391446184458E-010                  6.5170688682834141E+000                  4.1193114161721645E-001                  1.5051793559254012E+001                  4.1193114161721645E-001                  6.5170688682834141E+000                  6.2034668889982814E-001                  8.4999665450571693E-001                  1.2966454153411864E+000                  6.9999999987825401E-001                  2.7997020236474884E-001                  3.4416106108120094E-003                  9.3393731282184877E-003                  3.4416106108120089E-003                  9.3393731282184842E-003                  3.4999637704384945E-001                  1.3998365217848271E-001                                        0                                        0                                        6 
                                     185                                      476                  4.1090901852610516E+006                  5.4658893907752013E+000                  4.9999477779943663E-001                  3.2997643918926741E+001                 -1.2797169213077613E+001                  4.9999477779943663E-001                  1.0000000000000000E+000                  7.8129519742731190E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  7.8129519742731190E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.5869996433396034E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -5.5869996433396034E+000                 -5.5869996433405342E+000                 -1.7255513235816679E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5683827051635388E+000                 -6.4251679615811730E-001                  6.5235028046490062E-002                  4.0063847656866995E+000                 -3.3512215246511934E-010                  6.5267751637868274E+000                  4.4121320174672524E-001                  1.5090847092851201E+001                  4.4121320174672524E-001                  6.5267751637868274E+000                  6.2034789559812265E-001                  8.4999665449138218E-001                  1.2966454153893878E+000                  6.9999999983524996E-001                  2.7997020236474884E-001                  3.4416106108120094E-003                  9.3393731282184877E-003                  3.4416106108120089E-003                  9.3393731282184842E-003                  3.4999634437723148E-001                  1.3998363912182585E-001                                        0                                        0                                        6 
                                     186                                      476                  4.4598991126968963E+006                  5.5450706368228264E+000                  4.9999472580206017E-001                  3.2997643873761916E+001                 -1.2829089205135961E+001                  4.9999472580206017E-001                  1.0000000000000000E+000                  7.8129527847359270E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  7.8129527847359270E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.4772099626042632E+000                 -9.8999999999999986E+001                 -2.0896008437422999E+001                 -5.4772099626042632E+000                 -5.4772099626059072E+000                 -1.6899094129153710E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5677998575057095E+000                 -6.6680481595816443E-001                  5.4256713462125079E-002                  4.0283413496906082E+000                 -3.0552805512562164E-010                  6.5375146384110359E+000                  4.7362114147789341E-001                  1.5134068918107701E+001                  4.7362114147789341E-001                  6.5375146384110359E+000                  6.2035146901018390E-001                  8.4999665446923289E-001                  1.2966454154638662E+000                  6.9999999976880234E-001                  2.7997020236474884E-001                  3.4416106108120094E-003                  9.3393731282184877E-003                  3.4416106108120098E-003                  9.3393731282184877E-003                  3.4999630794584469E-001                  1.3998362456410995E-001                                        0                                        0                                        6 
                                     187                                      478                  4.8650398064981699E+006                  5.6076058674880471E+000                  4.9999467043513912E-001                  3.2997643825670309E+001                 -1.2864355494355552E+001                  4.9999467043513912E-001                  1.0000000000000000E+000                  7.8129536507098862E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  7.8129536507098862E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.3615404834497937E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -5.3615404834497937E+000                 -5.3615404834527798E+000                 -1.6524162241501816E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5672130913744420E+000                 -6.9242506606481113E-001                  4.2620120671337351E-002                  4.0516144871805775E+000                 -2.7567041362599239E-010                  6.5488994467494122E+000                  5.0799144725229783E-001                  1.5179900687387606E+001                  5.0799144725229783E-001                  6.5488994467494122E+000                  6.2035912545735727E-001                  8.4999665443584704E-001                  1.2966454155761293E+000                  6.9999999966864435E-001                  2.7997020236474884E-001                  3.4416106108120098E-003                  9.3393731282184877E-003                  3.4416106108120089E-003                  9.3393731282184877E-003                  3.4999626913892190E-001                  1.3998360906302182E-001                                        0                                        0                                        6 
